Swiss Steak,"[""6 Tbsp. flour"", ""2 lb. round steak (1 1/2-inches thick)"", ""1 1/2 c. cooked tomatoes"", ""1 onion, sliced"", ""1 stalk celery, diced""]","[""Pound flour into steak."", ""Brown in hot oil."", ""Add tomatoes, onion and celery. Cover and cook over low heat or in a moderate oven at 300\u00b0 until tender (2 to 2 1/2 hours), uncovering the last 1/2 hour to cook down sauce to a rich thickness.""]","[""flour"", ""tomatoes"", ""onion"", ""celery""]"
Chip Dip,"[""2 (8 oz.) pkgs. cream cheese"", ""1 medium chopped onion"", ""milk""]","[""Put cream cheese in a bowl and start with 1/4 cup of milk. Mix and keep adding milk until the mixture is fairly smooth and the thickness is to your liking."", ""I like mine fairly thick so that it stays on the chip."", ""Then stir in onions."", ""You can add as many or as little onion as you want, it is what you like best."", ""Add salt and pepper to taste if desired.""]","[""cream cheese"", ""onion"", ""milk""]"
Pecan Bits,"[""1 stick butter, room temperature"", ""1 c. flour"", ""1 (3 oz.) pkg. cream cheese, room temperature""]","[""Blend altogether at low speed."", ""Press into small muffin tins.""]","[""butter"", ""flour"", ""cream cheese""]"
Mashed Potatoes,"[""2 1/2 lb. potatoes, peeled and cubed"", ""4 oz. cream cheese, softened"", ""1 small container sour cream""]","[""Cook potatoes in water until soft."", ""Drain and mash with electric mixer until smooth."", ""In small bowl, blend cream cheese and sour cream until smooth."", ""Pour cheese mixture into potatoes and mix until really smooth."", ""Pour into a 1 1/2-quart casserole. Dot with butter and bake at 350\u00b0 for 30 to 35 minutes or until top starts to turn a little brown.""]","[""potatoes"", ""cream cheese"", ""sour cream""]"
Drop Mayonnaise Biscuits,"[""1 c. self-rising flour"", ""2 Tbsp. mayonnaise"", ""1/2 c. milk""]","[""Pour 2/3 full in greased muffin pan after mixing ingredients well."", ""Cook approximately 10 minutes at 400\u00b0."", ""Makes 6 biscuits. Double recipe to make 12.""]","[""flour"", ""mayonnaise"", ""milk""]"
Spud Burgers,"[""1 lb. ground beef"", ""1 c. coarsely grated raw potatoes"", ""1/4 c. chopped mushrooms"", ""1/4 c. chopped onion""]","[""Combine all ingredients."", ""Form into a roll."", ""Bake 45 minutes in 350\u00b0 oven or on charcoal grill, basting with steak or barbecue sauce as desired."", ""Slice for burgers.""]","[""ground beef"", ""potatoes"", ""mushrooms"", ""onion""]"
Cream Cheese Crescents,"[""1/2 lb. butter or Crisco"", ""1/2 lb. cream cheese"", ""1/2 lb. flour""]","[""Mix ingredients until smooth and creamy."", ""Place dough in refrigerator overnight."", ""Roll out on floured board, about 1/8-inch thick. Cut in 2-inch squares. Fill with favorite filling."", ""Roll into crescents. Bake at 400\u00b0 until light brown. Sprinkle with powdered sugar when cool.""]","[""butter"", ""cream cheese"", ""flour""]"
Crunchy Creamy Spinach,"[""1 (10 oz.) pkg. frozen chopped spinach"", ""1/2 c. dairy sour cream"", ""1 (3 1/2 oz.) can French fried onion rings""]","[""Cook spinach as directed and drain."", ""Stir in sour cream."", ""Turn into serving dish."", ""Top with onion rings.""]","[""spinach"", ""sour cream"", ""onion""]"
Pape'S Potatoes,"[""potatoes, peel and cut in large chunks (about 6)"", ""3 to 4 Tbsp. butter"", ""garlic salt""]","[""Microwave potatoes until soft."", ""Place on broiling rack and put butter over potatoes."", ""Sprinkle with garlic salt."", ""Bake in hot oven (400\u00b0) about 15 minutes until brown.""]","[""potatoes"", ""butter"", ""garlic""]"
1-2-3 Rolls,"[""1 c. milk"", ""2 c. flour"", ""3 Tbsp. mayonnaise""]","[""Put flour in mixing bowl."", ""Add mayonnaise."", ""Add milk a little at a time."", ""Stir well."", ""Spoon mixture into buttered muffin pan. Bake at 425\u00b0 until brown."", ""Makes 12 large rolls.""]","[""milk"", ""flour"", ""mayonnaise""]"
Mushroom Sauce,"[""1 medium can mushrooms"", ""4 Tbsp. butter"", ""3 Tbsp. flour"", ""1 c. rich milk""]","[""Saute mushrooms in butter."", ""Add flour slowly and brown slightly."", ""Add milk and cook until it thickens."", ""Pour over steak or chicken.""]","[""mushrooms"", ""butter"", ""flour"", ""milk""]"
Magnificient Mushroom Surprise,"[""3 (3 oz.) pkg. cream cheese, softened"", ""1/2 c. soft butter"", ""1 1/2 c. flour""]","[""Beat these ingredients together in a large bowl."", ""Wrap in floured cloth or waxed paper and refrigerate for several hours.""]","[""cream cheese"", ""butter"", ""flour""]"
Basic Pastry,"[""2 c. butter (1 lb.)"", ""12 oz. cream cheese"", ""5 c. all-purpose flour""]","[""In large mixing bowl, cut butter, cream cheese and flour until mixture resembles crumbs."", ""Gather dough into a ball."", ""Divide into 4 equal parts."", ""Form ball; wrap each separately into clear plastic and refrigerate about 1 hour, or until ready to use."", ""Pastry will keep up to 2 weeks in refrigerator or several months in freezer. Each ball will make pastry equal to 2 pie crusts.""]","[""butter"", ""cream cheese"", ""flour""]"
Lazy Wife Biscuits,"[""2 c. flour"", ""1 c. milk"", ""2 Tbsp. butter""]","[""Mix together."", ""Spoon onto baking sheet and bake at 400\u00b0 for 10 to 12 minutes.""]","[""flour"", ""milk"", ""butter""]"
Tiny Pecan Tarts,"[""1 (8 oz.) pkg. cream cheese"", ""1 c. butter or margarine"", ""2 c. sifted plain flour""]","[""Combine cream cheese and butter; blend in flour."", ""Chill about 1 hour."", ""Shape into balls about 1-inch in diameter."", ""Press into lightly greased or sprayed tart pan or mini muffin pan.""]","[""cream cheese"", ""butter"", ""flour""]"
Nut Filled Cookies,"[""1/4 lb. butter"", ""1 c. flour"", ""3 oz. cream cheese""]","[""Mix together."", ""Shape into 24 small balls."", ""Press into small muffin tins and work up around sides, making a small cup.""]","[""butter"", ""flour"", ""cream cheese""]"
Cream Chicken,"[""4 boneless chicken breasts"", ""1 stick butter"", ""8 Tbsp. flour"", ""1 c. milk"", ""3 to 4 c. chicken broth""]","[""Boil chicken and cut into small pieces."", ""Melt butter and add flour until pasty. Add milk and broth. Cook over medium heat until mixed well."", ""Add chicken and serve over rice.""]","[""chicken breasts"", ""butter"", ""flour"", ""milk"", ""chicken broth""]"
Crock-Pot Mashed Potatoes,"[""5 lb. peeled potatoes"", ""8 oz. cream cheese"", ""8 oz. sour cream"", ""1 stick butter""]","[""Cook potatoes and drain water."", ""Mash potatoes."", ""Add rest of ingredients and mix well."", ""Refrigerate overnight or put in crock-pot directly."", ""If refrigerated, allow at least 3 hours on low setting of crock-pot.""]","[""potatoes"", ""cream cheese"", ""sour cream"", ""butter""]"
Sour Cream Biscuits,"[""1 c. butter (room temperature)"", ""1 (8 oz.) carton sour cream"", ""2 c. self-rising flour""]","[""Preheat oven to 350\u00b0."", ""Mix butter and"", ""flour"", ""by"", ""hand. Add sour cream."", ""Grease small muffin tins."", ""Drop"", ""2"", ""teaspoons into muffin tins."", ""Bake at 350\u00b0 for 25 minutes or until barely golden brown."", ""Makes 48 tiny biscuits.""]","[""butter"", ""sour cream"", ""flour""]"
Bacon Cheese Roll-Ups,"[""1 lb. bacon"", ""2/3 loaf bread (12 to 14 slices)"", ""8 oz. container cream cheese and chives dip""]","[""Cut crusts off bread."", ""Cut each bread slice in half."", ""Spread bread with cream cheese dip."", ""Lay bread on 1/2 slice bacon and roll, securing with a toothpick."", ""Bake at 375\u00b0 for 20 minutes or desired crispness of bread.""]","[""bacon"", ""bread"", ""cream cheese""]"
Mayonnaise Rolls,"[""1 c. self-rising flour"", ""3 Tbsp. Lite mayonnaise"", ""1/2 c. milk""]","[""Mix and knead 49 times. Roll out and cut or drop by spoon into muffin cup. Bake at 425\u00b0 until done. Makes 6 rolls or biscuits.""]","[""flour"", ""mayonnaise"", ""milk""]"
Cucumber Dip,"[""1 large onion, chopped"", ""1 large cucumber, peeled and chopped"", ""1 heaping Tbsp. mayonnaise*"", ""2 (8 oz.) pkg. Philadelphia brand cream cheese (room temperature)""]","[""*Add more mayonnaise if needed for dip consistency.""]","[""onion"", ""cucumber"", ""mayonnaise"", ""cream cheese""]"
"""Hole In Ones""(Breakfast)  ","[""1 egg"", ""1 slice bread (raw toast will do)"", ""butter""]","[""Take the slice of bread and cut a hole in the middle (we've used many things for cutting the hole, including cookie cutters for special holiday breakfasts).""]","[""egg"", ""bread"", ""butter""]"
German Fried Potatoes,"[""3 strips bacon, cubed"", ""3 to 4 potatoes, cubed"", ""1 onion, chopped""]","[""Fry bacon and drain."", ""Fry potatoes in bacon grease with onions."", ""Cook until potatoes are tender."", ""Serve with bacon sprinkled on top.""]","[""bacon"", ""potatoes"", ""onion""]"
Vegetable Dip,"[""1 (8 oz.) pkg. cream cheese"", ""1/4 c. mayonnaise or Miracle Whip"", ""1/2 c. each, finely chopped: celery, cucumbers, onions and carrots"", ""2 strips cooked bacon, crumbled""]","[""Add all ingredients together."", ""Blend well."", ""Add salt and garlic to taste.""]","[""cream cheese"", ""mayonnaise"", ""celery"", ""bacon""]"
Cucumber Dip,"[""1 small pkg. cream cheese"", ""1 peeled and grated cucumber"", ""1 onion, chopped fine"", ""mayonnaise""]","[""Mix together and add enough mayonnaise to mix well.""]","[""cream cheese"", ""cucumber"", ""onion"", ""mayonnaise""]"
Stuffed Mushrooms,"[""36 medium to large mushrooms"", ""2 (8 oz.) whipped cream cheese and chives"", ""2 Tbsp. melted butter"", ""8 slices crisp bacon, crumbled""]","[""Pull off mushroom stems."", ""Wipe with damp towel."", ""Brush outside mushrooms with melted butter."", ""In a bowl, combine cream cheese and bacon."", ""Stuff in caps."", ""Preheat oven to 370\u00b0."", ""Bake 15 to 20 minutes in shallow pan or until caps are tender, stuffing light brown.""]","[""mushrooms"", ""cream cheese"", ""butter"", ""bacon""]"
Quick Muffins,"[""2 c. self-rising flour"", ""4 Tbsp. mayonnaise"", ""1 c. milk""]","[""Mix and fill a dozen muffin cups."", ""Bake at 375\u00b0 for 10 minutes.""]","[""flour"", ""mayonnaise"", ""milk""]"
Cream Cheese Cookies,"[""4 (3 oz.) pkg. cream cheese"", ""1 lb. butter or half and half margarine"", ""4 c. flour""]","[""Work ingredients into smooth dough."", ""Divide."", ""Refrigerate overnight."", ""Roll dough on board covered with powdered sugar."", ""Cut in squares or circles; put in filling and fold over, pressing edges together with fork.""]","[""cream cheese"", ""butter"", ""flour""]"
Tomato Hush Puppies,"[""2 cans stewed tomatoes, mashed well"", ""1 large onion, minced"", ""garlic, salt and pepper to taste"", ""self-rising flour (enough to make a stiff batter)""]","[""Mix and drop by spoonfuls into hot fat."", ""Drain on paper towels."", ""Good with seafood.""]","[""tomatoes"", ""onion"", ""garlic"", ""flour""]"
Press 'N Bake Cream Cheese Crust,"[""1 (3 oz.) pkg. cream cheese (room temperature)"", ""1/2 c. (1 stick) butter, softened"", ""1 c. sifted all-purpose flour""]","[""Combine cream cheese and butter; blend well."", ""Stir in flour. Refrigerate about 1 hour."", ""Remove dough from refrigerator and press into bottom and up sides of ungreased 9-inch pie pan.""]","[""cream cheese"", ""butter"", ""flour""]"
Petit Quiche,"[""2 (3 oz.) pkg. cream cheese (room temperature)"", ""1 c. butter or oleo (room temperature)"", ""2 c. all-purpose flour, sifted""]","[""Cream butter and cheese together."", ""Blend in flour with pastry blender."", ""Chill dough at least 1 hour.""]","[""cream cheese"", ""butter"", ""flour""]"
Southern Fried Chicken With Gravy,"[""4 chicken breasts or thighs, skin removed"", ""1 c. flour seasoned with salt and pepper"", ""1 egg, beaten""]","[""Pat chicken pieces dry with a paper towel; dip each piece first into seasoned flour, shaking to remove excess flour."", ""Then dip into the egg and back into the seasoned flour."", ""Quickly brown pieces in about 1/4-inch oil on medium-high heat."", ""After both sides of the chicken are browned, place on a broiler pan (to allow the juices to run through) in a preheated 375\u00b0 oven for 25 to 30 minutes."", ""The chicken is done when juices run clear when chicken is pierced.""]","[""chicken breasts"", ""flour"", ""egg""]"
Spinach Dip,"[""2 pt. sour cream"", ""2 c. mayonnaise"", ""2 envelopes Hidden Valley Ranch original dressing"", ""2 boxes frozen, chopped spinach"", ""1 loaf unsliced pumpernickel bread""]","[""Thaw, rinse and drain spinach."", ""Mix sour cream, mayonnaise, dressing and spinach."", ""Chill mixture several hours or overnight. Remove center from loaf of bread and fill with dip."", ""Cut center section into squares for dipping.""]","[""sour cream"", ""mayonnaise"", ""spinach"", ""bread""]"
Nonnie'S Hot Dish,"[""2 lb. ground beef, browned"", ""2 c. celery, sliced"", ""2 c. carrots, sliced"", ""2 c. potatoes, diced""]","[""Preheat skillet to 325\u00b0."", ""Brown hamburger and drain fat. Sprinkle meat with salt and pepper."", ""Add cooked celery, carrots and potatoes."", ""Simmer 30 minutes, covered.""]","[""ground beef"", ""celery"", ""carrots"", ""potatoes""]"
Quick Mix Meat Loaf,"[""1 lb. ground beef"", ""1 egg, beaten"", ""1 can Van Camp's Spanish rice""]","[""Mix all ingredients and bake in 325\u00b0 oven for 1 hour and then turn heat up to brown.""]","[""ground beef"", ""egg"", ""rice""]"
Old Settler'S Beans,"[""1/2 lb. ground beef"", ""1/2 lb. bacon, cut into small pieces"", ""1 small onion, diced""]","[""Brown in frying pan, separately, then add 2nd Step.""]","[""ground beef"", ""bacon"", ""onion""]"
Ranch Mashed Potatoes,"[""1 (1 oz.) pkg. Hidden Valley Ranch milk recipe original Ranch dressing"", ""4 c. mashed potatoes"", ""butter or margarine""]","[""Add Hidden Valley dry mix to prepared mashed potatoes."", ""Stir well."", ""Add butter or margarine to taste.""]","[""milk"", ""potatoes"", ""butter""]"
Potato Pancakes,"[""2 c. grated potatoes, drained"", ""1/4 c. milk"", ""2 Tbsp. flour"", ""1 Tbsp. minced onion"", ""1 egg""]","[""Mix together and fry on hot grill like pancakes.""]","[""potatoes"", ""milk"", ""flour"", ""onion"", ""egg""]"
Stuffed Mushrooms,"[""1 lb. large mushrooms"", ""1 small onion"", ""8 strips bacon"", ""1 (16 oz.) pkg. cream cheese""]","[""Clean mushrooms and remove stems for stuffing, keep stems. Chop mushroom stems and onion."", ""Set aside."", ""Chop raw bacon and fry until almost done."", ""Add onions and stems."", ""Continue to fry until done."", ""Drain bacon and onion mixture."", ""Place in food processor (I just mix mine well), add room temperature cream cheese, and mix well."", ""Put heaping spoonfuls of mixture into mushroom caps."", ""Place on cookie sheet."", ""Bake at 350 degrees for 15-20 minutes."", ""Serve immediately.""]","[""mushrooms"", ""onion"", ""bacon"", ""cream cheese""]"
Mother'S Muffins,"[""1 c. milk"", ""5 Tbsp. mayonnaise"", ""2 c. self-rising flour""]","[""Beat together milk and mayonnaise."", ""Put flour in mixing bowl; make a well in it and pour in wet ingredients."", ""With fork, blend the wet and dry ingredients together."", ""Fill greased muffin tins 2/3 full and bake 10 to 12 minutes.""]","[""milk"", ""mayonnaise"", ""flour""]"
Homemade Croutons,"[""1 loaf French bread, sliced 1/4-inch thick"", ""butter"", ""garlic powder""]","[""Spread butter evenly on bread slices, taking to edges of bread. Sprinkle with garlic powder and cut into cubes. Bake at 350\u00b0 until crispy. Store in airtight bags. Will keep for several days.""]","[""bread"", ""butter"", ""garlic""]"
Mayonnaise Biscuits,"[""2 c. self-rising flour"", ""2 Tbsp. mayonnaise"", ""1 c. milk""]","[""Combine ingredients. Drop into greased and floured muffin tins. Bake at 400\u00b0 until golden brown. Makes 12 muffins.""]","[""flour"", ""mayonnaise"", ""milk""]"
Slovenian Kolacki,"[""2 c. unsifted flour"", ""1/2 lb. butter"", ""12 oz. cream cheese""]","[""Sift flour in large bowl."", ""Cut in butter as for pie dough. Cut in cheese and mix until a ball is formed."", ""Refrigerate for 24 hours or more."", ""Divide dough in half."", ""Roll on floured surface. Cut in 3 x 3-inch pieces."", ""Place apricot filling in center, over lap corners."", ""Bake on greased cookie sheet at 350\u00b0 for 12 to 14 minutes."", ""Sprinkle with powdered sugar.""]","[""flour"", ""butter"", ""cream cheese""]"
Hobo,"[""1 large onion"", ""1 1/2 to 2 lb. ground beef"", ""7 large peeled and sliced potatoes"", ""1 can sliced carrots (fresh carrots, optional)""]","[""Slice onion and place on bottom of 9 x 13-inch baking dish. Make hamburger patties out of ground beef and place on top of onion."", ""Spread sliced potatoes evenly over hamburger patties."", ""Add carrots on top."", ""Add salt and pepper to taste."", ""Cover and cook at 375\u00b0 until meat is done (45 minutes or until done) and potatoes are tender.""]","[""onion"", ""ground beef"", ""potatoes"", ""carrots""]"
